RWC5R2HJ7NKKSIRRIQGB3BDWHLIJTQQY | Krokodil | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierfigur aus Ton | Brasilien; Mato Grosso; Berlin
ZUMUVTBO275ZYYK66KTVIZ357YGMQV7A | TV-Spots 1989 | Archiv für Diakonie und Entwicklung; Evangelisches Werk für Diakonie und Entwicklung e.V. | Archivale | 
2FNDAVWUUVRPXILJBAP2DHJPXHWSU2EH | Oderland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
BSGMKRSWLSTK26NJTMRXMGRM4EP76LOI | Oderland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
DWSTB4LZOIZWNZFWEROJFOHEIFK5POKD | Havelland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
E66EVYEQDCLLCGIUF3IDW3PEYLL436DM | Havelland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
L6X7FFBXKB2DKCVGTSETBLSHV6JRFDXV | Havelland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
MQWB4R2UK34D2OBKV57PVAEHNGTPM2JC | Havelland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
RYO32MOXSZP4K37NLNSHS5J2W2A6TQP5 | Oderland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
STK2Q3LEN3V4OLUFEYHN3SF5FQUJGX3U | Havelland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
UNZIB4INFWMB635OJAPHKNMHPZ4G4IGT | Havelland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
WQ7E6UY6U7U33ZSJGUD5JP5CWEPMHJ7B | Oderland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
3JFIP3ACX7UT335TPOEF4MRCVQRSQ4HF | Berlin JWD | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
BUQM63ON55PKNDQOBMLCSCXKDCHIT5QS | Fluchtburg | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
2FKVDJXE5SD44W3XPFAIKRORIYUQ466K | Crocodile in a tree : an exhibition on evolution and biodiversity | Deutsche Nationalbibliothek | Ausstellungskatalog | Zürich; Frankfurt am Main
JGQPKWDSP6CG52QCPF4XH4RD2J2AI4NX | Europa und Amerika | Kulturerbe Niedersachsen; Museum Schloss Fürstenberg | Plastik | Fürstenberg
C2KYSMW5KK63XTKFHED2T3V6AOHX5F63 | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
CHHOJJ4AUXSKWQZVV7H57NTNRXSAW4MR | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
FY55EDKMNWO4X7B3UG7GCOTIFBN67LEQ | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
PYMHT7JVEMOZZEHM4EOATO5TKB2LYKFF | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
QMG37ILCBTGYRPOS4TDDGQWMZ366L2FR | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
VOGXHEB7S7YWQKSRMKI7VKW4OSEGY4TF | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
YSEJ7DRZLXLLECNQNP2MDLWKGV7AEMQ4 | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
YTPIRZRIPMLAHOE36QUDEDJRCMADUAWJ | Spreeland. Fontane | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
SY6PF566RRZ3UQSBSQA6CKXRPDCIO373 | Africa. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
73DEMTB5B4BTPHDERNYPG2UAGATXZBSS | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
BK4HRWI2DTOSZ7S4IHOB5EGZWB2XXY2A | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
CAY62NPNG5XYVJ5MYO6PVQ667ATKVE2N | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
HPOLOH5PTH4TUXGQHYUV2OKQFXLEWM2A | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; Deutsche Kinemathek - Museum für Film und Fernsehen (Archiv); Deutsche Kinemathek - Museum für Film und Fernsehen | Standfoto | 
LM45W45Q2YB2TPKMLHXO4CCAHBKIAYKF | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
MXJUJVZHD3H43N6WXZJMFRBMVKI4HNAL | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
OUTSPCX5XZVJAM6XADPGQM7F4GSNKODL | Bürgermeister, Schäfer, Witwe, Drache | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
POSKONBUITN4OA4CC5LLITSY3VNMLAP7 | Wohn- und Geschäftshaus | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Wohn- und Geschäftshaus | Karlsruhe, Gymnasiumstraße 6a
MMHY27K74QVU3URV7XNBDY26DJYKVTQC | Den Armen Gerechtigkeit - Werbespots und Fernseh-Feature zum Informieren, zum Einstimmen, zum Provozieren - Beispiele aus den Bereichen Zeichentrick- und Realfilm | Archiv für Diakonie und Entwicklung; Evangelisches Werk für Diakonie und Entwicklung e.V. | Archivale | 
BMFISWNSQGIJM4A2H3XTJYAGXX6BUXTZ | As des Augustus, so genannter Nemausus-As | Museum August Kestner | Münze | Gallien; Ägypten; Nîmes; Hannover
SSTV34TOQCLUPRNL2L5ZUGM6ZKEEI33Q | Thomas Gulley aus London | Stadtgeschichtliches Museum Leipzig | Anschlagzettel | Roßplatz; London; Mexiko; Maas; Paris; Jardin des Plantes; Brasilien; Java; Senegal; Nil; Nordamerika; Roßplatz
FH5QDNZUKOB76ZPD5GZ6CEK5JAJYSLRC | Afrikanisches oder Bulls Tränen über die Behandlung der Neger in den deutschen Kolonien | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | Deutschland; Großbritannien; Berlin; Heidelberg
T3Z6YLU57DB5BXOT2X3JRIW6FGFGHSYK | Festwochen | Landesarchiv Berlin | Archivale | 
BYPJCOSFE66543IW33Q2THXCPRU2DXY6 | Schüssel | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Schüssel | Naqādah; Berlin
FGGE5IC3V5M636ZTU7PGZZFDTWMFAIGJ | Altemexikanische Schale in Alligatorform | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg |  | Wien
KTWOVIQJ6YIGU4VMPOCYK5ITDKSKTMOC | Bürgermeister, Schäfer, Witwe, Drache (2023) - Trailer | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Trailer (Film) | 
QAEPJNAVMWILRA4MTMFFWOMKIIIAWLQC | Haus an der Halde | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Gemälde | Hamburg
QTA55FBYLKQSZ266KHV7MQLJ5ZX6KADK | Fluchtburg (2024) - Trailer | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Trailer (Film) | 
5CNGZOD253XEGYI5JBWW7TBTPVQIHWU2 | Lenas Klasse | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Plakat | 
N772I3L3L732HM2XX4JKJO6NQY2RPJJH | Stars der Manege - Postkarten, ohne Ortsangabe, ohne Jahr | Berlin-Brandenburgisches Wirtschaftsarchiv e.V. | Fotografie | Berlin
TWL3GBNH3OHDR2YMJ2VM632CY2UYS6I3 | Lenas Klasse | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
2NQWEC6EHYDVT7SINIAKKWKZIMZHNT5E | Der weisse Hase von Inaba : vom Mythos zum Märchen ; Analyse eines japanischen "Mythos der ewigen Wiederkehr" vor dem Hintergrund altchinesischen und zirkumpazifischen Denkens | Deutsche Nationalbibliothek | Hochschulschrift | China; Japan; Südostasien; Wiesbaden; Frankfurt am Main
OIZ6SCU7S5V4LDWTUQWIZESDE4LVZYNE | Afrika | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
YPOYBLGTVYC4D7C24EFS33YS2CBCQB7X | Der Nil | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
3HIG7HKLX62E6M76QYGLKUD75D7O4IEB | Liebespaar in der Kaschemme | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Gemälde | Hamburg
4IZVPOOWYQ3WJ2GANPH7H2MAWZJ5QOKH | Presseartikel über das 2. Landungsgeschwader (Kopien) | Bundesarchiv | Akte | 
G6FPTRIO5WLJAAREQ3XECV67THWNL57F | Der Wirth Fex zum "lachenden Krokodill" als Haupt-Comödiant, ohne es zu wissen, oder: Die Kunst von zwei vermeintlichen Lumpen, Schulden zu machen, die Leute über den Löffel zu barbieren, und zuletzt sehr glücklich zu werden, oder: Wer das Glück hat, führt die Braut heim! : eine lustige Geschichte zum Halbtodtlachen | Bayerische Staatsbibliothek | Text | Altötting; München
HHTSUUILFF73EHHWMABBSYPW7HLVHYOZ | Gemme | Staatliche Kunstsammlungen Dresden. Skulpturensammlung; Staatliche Kunstsammlungen Dresden | Gemme | Dresden
X5UY5LZGDJRWM3RCN5SVVFNMCXNXRFAN | Grußkarten, Dortmund, 1913-2005 | Berlin-Brandenburgisches Wirtschaftsarchiv e.V. | Fotografie | Berlin
5GHV77JWX6S5JRTYVUQICFGRZ7QMATBV | Krokodildarstellungen in Ägypten und Rom (Kat. 350-357) | Deutsche Nationalbibliothek |  | Ägypten; Heidelberg; Frankfurt am Main
AH5GYTTQIQQUDXOBMK65WYPB67BZA6C6 | bisj | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Ahnenpfahl | Amborep; Indonesien; Melanesien; Papua; West-Neuguinea; Berlin
RMDPXSXY5AHEDRQULFXHCZTU7QHE6O5L | Krug | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Kanne | Naqādah; Berlin
BBYJ6DI6OC5LBIP26TSMIMVVU2RR2T6H | Inv. 05453, Köln, Papyrussammlung | Arbeitsstelle für Papyrologie, Epigraphik und Numismatik der Universität zu Köln; Universität zu Köln | Handschriften | 
UYINDXR325BVCO2AQITUCN2NS6KT45L2 | Diapositive 5 x 5, Wirbeltiere 4, Kaninchen bis Genitalsystem | Universitätsarchiv der Albert-Ludwigs-Universität Freiburg; Albert-Ludwigs-Universität Freiburg | Sachakte | 
XDISHXY57IM66OLDZM4JHKK5PDDNYHP3 | Pygmäen auf der Jagd | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Wandbild | Pompeji; Neapel
OUEGIB6V2CTQBVN6S32HAZJXTO72M6QZ | Piscium vivae icones | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
FPDSSPL3V65KMY5PQOXI4JPTI6WMYKZN | beschnitzter Elefantenstoßzahn | Linden-Museum Stuttgart Staatliches Museum für Völkerkunde | Elefantenzahn | Nigeria; Stuttgart
KTAMX6NRFQZJJXJZJKD74EU5PBOGPSWV | Das Crocodill zu Singapur : für Männerchor | Bayerische Staatsbibliothek | Noten (Musik) | Leipzig; München
MYC2WDSLFIHUPG5YCYBIXLJ7VH4MJA3U | Das Puppen-Paradies liegt in Zons | Archive in NRW; Archiv im Rhein-Kreis-Neuss | Archivale | 
YMS2OJT6IZMD3HV4CLRMOSQII4VI5COO | "Der Nasenring als Lebensretter" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
O4AU2E6CXIAOB4B6GX5LOU656CPFIJ7Z | Römische Republik: C. Iulius Caesar (Octavianus) | Technische Universität Bergakademie Freiberg. Kustodie; Technische Universität Bergakademie Freiberg | Münze | Italien; Römische Republik; Freiberg
FFDF6I5VJNQCNYRCC5N62OTZEUJ4DRZA | Schollenfest "Es ist zum Lachen und zum Weinen!", 1952 | Berlin-Brandenburgisches Wirtschaftsarchiv e.V. | Fotografie | Berlin
55LBRWH4YOPGNGAPC3A6AB7JXVHUUKGZ | Museum: Faßriegel | Deutsche Fotothek; Pfalzbibliothek | Fotografie | Neustadt; Kaiserslautern
E5NMLFHQLZUUKKE4BLSA4B365KDSWJZE | "Frauen-Logik" "Schadenfreude" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
MTLXHW4TE5BHSBCTLR6VKJVNZQGIBRRV | Anatomy, phylogeny, and palaeoecology of the basal thalattosuchians (Mesoeucrocodylia) from the Liassic of Central Europe | Deutsche Nationalbibliothek | Hochschulschrift | Frankfurt am Main
NSHSGUCGXVEO576VNOICK3KZF4SATFHG | Lenas Klasse | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
OGLWM566SMNHS3HUYYCQFPETPG7PXOOH | Kindertrageband | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Kindertrageband | Kamerun; Sindeke; Berlin
T7WG3J56WNCMV73J32BBVAUEO4KKRHNQ | Löwe und Alligator | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Gemälde | Hamburg
GJ6ZURFQEGEFECJZLSK7ENESR3V7RWJN | Devil and God: the crocodile in Kush | Deutsche Nationalbibliothek |  | Heidelberg; Frankfurt am Main
7DDITGG7CIMKSITMGSQ35NTM4SPFU2CM | Schill Restaurations- und Lebensmittel-AG | Landesarchiv Berlin | Archivale | Hauptstraße 139
BA3JV25WDREXZEJZPZDT4GB34YQQTH27 | Mehrere Personen mit Pflanzen und Tieren vor einem gläsernen Gebäude. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
COB2KDAXTU4JNOPGI4E2A226XPP2NW6D | Zwei Krokodilsmumien | Museum August Kestner | Mumie | Fayoum; Ägypten; Hannover
35GUQQYBQ4ASTWRGYU72G5MOYGMNNNRN | A study on the Pentastomida parasitising crocodilian and chelonian final hosts, with special emphasis on the South African pentastome fauna | Deutsche Nationalbibliothek |  | Südafrika; Frankfurt am Main
63HDIJ5BKDTR4FTWNNURFQNPOXETD3G2 | The matrimonial market | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | London; Heidelberg
A2IFXYT2KQNVAGB33ONZXS44JTCK4SSE | Statue des Nil. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Roma; Rom; Rome; Wolfenbüttel
NEAME5LBW6NTLMLJN2HJWLVZDEQ3WB3P | Krokodiljagd | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
PLJPRGFYLAA5I3W3N6KFQXZQE7D64WHS | Krokodiljagd | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
RQHN2ZDSY4VS5ZWQXKY5ZU2FRG6LKFRA | Die Amphibien | Herzog Anton Ulrich-Museum | Druckgraphik | Braunschweig
2HHQ4LZ3HZAN25F2RBYT2V5CCU6NGDWS | Gambia. Krokodilpool in Bakau | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Bakau
7FGOJ5NUFSHZMIK4LNLYVKHPYZWJIEYY | Spielfigur: Krokodilfamilie - Mutter | Stiftung Deutsches Historisches Museum | Tierfigur | Berlin
JOSZDSYJYEKHIFJJJTW7JMWM65SDFQAR | Von dem Wilden Stier. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
P7FIWANBLUULAXFG524VW3RFIRG2KJ6W | Faute de crédits suffisants, le Jardin des Plantes est laissé dans un état de lamentable abandon. Il se forme une Société des "Amis du Muséum" dont les membres se proposent d'aller recueillir à domicile l'obole des personnes s'intéressant aus sciences. Les quèteurs seront accompagnés des principaux pensionnaires de la ménagerie. | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | Paris; Heidelberg
PHS5FMXCIQB3VCZUKJMG2EPPBGMGQVQY | Spielfigur: Krokodilfamilie - Vater | Stiftung Deutsches Historisches Museum | Tierfigur | Berlin
TKBVYQEWJYAVVWU7MUXTQUZETB3QBLLM | Riesige Krokodilherde am Ufer liegend (Altersgruppe 14-17) | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
24HH5TFZBKOYNXXJHBYZX3ARXKJLYOVM | Le Crocodile du Nil. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
4NI4O6DEHVAJ7DN2RMBBZLWWNOLU7YSK | Of the Sea-Horse. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
CME5A7ZLENVUPSKDQGMQ4GEIJIHRTFZK | Halbfigur des heiligen Theodoros Tiron | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg |  | Katholikon (Kirche), Hosios Lukas, Diakonikon, Ostwand
HZRIJHD5SG5I7LR2AEIFNHUURRCO2DFV | Lenas Klasse | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
M2IGIZAYD6VK3OLPLPLZWF2JIT4UELPR | Theodor Tiro von Echatia? | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Architekturornament | Catedral Vieja (Kathedrale), Salamanca, Vierung
PNRTHFRM7N4F6RC4FKRDOKJ7SBDEEUJD | Lenas Klasse | filmportal.de; DFF - Deutsches Filminstitut & Filmmuseum e.V. | Standfotografie | 
X3HS6LVGE7AO3U7GIZFWXX2WSEIGTGOB | Karolinenstraße / Realschulgäßchen | Stadtarchiv Hof | Archivale | Realschulgäßchen
Z34C5R2YSKEKUHTE2YKB2KOAMV5S3T7X | Porzellankrokodile mit Sonnenbrillen und umgehängten Fotoapparaten (Altersgruppe 14-17) | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
ZFCHRQ77Q4AO6PI5II2NVKBHOBTO7QBR | Croquis, - par Pif | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | Paris; Heidelberg
6WWXN34V5AMCX6QQD3SHA4D6W4ZKGEI2 | Spielfigur: Krokodilfamilie - Kind | Stiftung Deutsches Historisches Museum | Tierfigur | Berlin
ELAW7H23K3E5H7KAZH6ZO54VVR5NQCGL | Isis als Herme mit Krokodilshänden (Daktyliothek, Das Alterthum nach Lippert und Visconti) | Staatliche Kunstsammlungen Dresden. Skulpturensammlung; Staatliche Kunstsammlungen Dresden | Abdruck | Dresden
EWEAUIMGWPLCHZYR25VDBDISUAQNTB4O | Stumpfkrokodil im Berliner Aquarium | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
IKGXDHFZXEQCSOGDVKWGAZ75LZHPQ3M4 | Der heilige Theodor Tiro | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Wandbild | Agios Nikolaos Orphanos (Kirche), Saloniki, Naos, Westwand
TAZIVLZPP5KQPLERHW4SGRNAY4PWA2ST | Kleinplastik, Amerika | Stiftung Stadtmuseum Berlin | Kleinplastik | Berlin
22U7DVC34YEDT2KBTYHMV4Z2XBOUPAXK | Afrika. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
2SU37JWVQBJFL5WPVAOTP5YQ3NP6K5XZ | Thronende männliche Gestalt mit allegorischen Beiwerk, 3. Register von oben | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Relief | Katholische Kirche Sankt Jakob (Kirche), Regensburg, Langhaus, Nordseite
NDBHES57BIDGQRSSUJNB3BYKEITADJS5 | Afrika. | Deutsche Fotothek; Herzog August Bibliothek Wolfenbüttel | Druckgrafik | Wolfenbüttel
4KR5HP43ED2TSF7YT4BDBDCYBBQRLCNW | Stumpfkrokodil im Berliner Aquarium | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
67BAXOQX3LDHOGOPABE4F6JLX7ESSCFX | 31: Sauriens figurés sur les cippes d'Horus | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Artikel (Publikation) | 
AORSFXXXQOTKDEOU6ZBSGRL6BJWX75EJ | Stumpfkrokodil im Berliner Aquarium | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
HDUMRN2ITIJA3AFON5NLZITHATAR57ZT | "Der Eindringling" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
HVRGX6ODXO635UYMF2GHGPCNV7JRZ3NF | "Immer derselbe" "Der Dank" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
PYOKXANNLON2LMJKEQFS7Z4VHQR5EIZA | Heilige Marina und Heiliger Theodor Tiron | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Wandbild | Poliçan; Athanasioskirche (Kirche), Poliçan, Nordwand (innen)
QFTX2XV6JD34ZQDGWRZEI355O4S2VDKV | Besucher in der Alligatorenhalle des Berliner Aquariums | Stiftung Deutsches Historisches Museum | Fotografie | Berlin
RDR7E575UQZELI6UWRJPY7K3GRCIU2W6 | "Der geringe Unterschied" "In der Reitbahn" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
X2HKG4C4YDPBNEFVDTT4BAA37X5TMGFO | Die Heiligen Nestor und Theodor Tiro | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Wandbild | Taxiarchen-Kirche (Kirche), Kastoria, Hauptkirchenraum, Nordwest-Ecke
EAU4DJRFVBYFYT7YVH5PNMNWX5LKNTLX | "Die Schöpfungsgeschichte" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
FEGSHZGY5OKRFKROAX4M2SFMTULKTSSN | Zirkus | Deutsche Fotothek; Landesverband Bildende Kunst Sachsen e.V. | Gemälde | 
FGKMZY6YPKJMWSNN5ERWKNZ7KAHCKWA6 | "Vom Mund genommen" "Unnöthige Sorge" "Der starke Hiesl" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
JCWCHJAAFFYVZVA3BK47QAYUGXCLWEVB | Heiliger Theodoros Tiron | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg |  | Katholikon (Kirche), Hosios Lukas, südlicher Hauptbogen des Kuppelraumes, Ostseite
L2W3OP36EXXMOKNQP4ACS4YRVR4ZTUKR | Karneval | Archive in NRW; Kreis Warendorf. Kreisarchiv, Kreisverwaltung | Bild / Fotografie | 
OYLNR3L3AQYQJEWV2B6G53HWNYYKMYKV | Actualités | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | Paris; Heidelberg
PJXIU6ZNLDA76UGT2OHQAAKRHOGY3LW6 | Der heilige Theodor Tiro von Euchaita | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Wandbild | Agios Germanos (Kirche), Hagios Germanos, westlicher Kreuzarm, obere Wandzone
