date,country,language,database_or_search_engine,query,institution_checked,result,notes,x_agent
2026-09-24,GB,en,WebSearch,britishmuseum.org collection object crocodile mummy EA,British Museum,"candidate BM object pages Y_EA38562, Y_EA6850, Y_EA37347, Y_EA35752; BM abstracts PDF 'Animal mummies: from beliefs to practice'",UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"""animal mummy"" ""crocodile"" site:britishmuseum.org/collection/object",British Museum,"candidates Y_EA38562, Y_EA6850, Y_EA37347, Y_EA35752, Y_EA20764, Y_EA6768, Y_EA6813, Y_EA65795 (last four need checking)",UNKNOWN,uk_south
2026-09-24,GB,en,Wayback Machine (archive.org/wayback/available + id_ snapshots) of BM Collection Online,Y_EA38562 Y_EA6850 Y_EA37347 Y_EA35752 Y_EA20764 Y_EA6768 Y_EA6813 Y_EA65795,British Museum,"archived official records read for EA38562 (crocodile, Kom Ombo), EA37347 (mummified crocodile, el-Hiba), EA35752 (small crocodiles in jar, Abusir); no snapshot for EA6850, EA20764, EA6768, EA6813; EA65795 fetch failed",raw text saved in raw/bm_wayback_batch1.txt,uk_south
2026-09-24,GB,en,curl britishmuseum.org PDF,https://www.britishmuseum.org/sites/default/files/2024-11/Animal_mummies_from_beliefs_to_practice_abstracts.pdf,British Museum,"200 OK; states BM holds about 400 animal mummies; figure caption 'Mummified crocodile, British Museum EA 37347'; 4-m crocodile from Kom Ombo examined; mentions NHM London and Plymouth animal mummies (no crocodile stated for those)",UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"""mummified crocodile"" British Museum collection object EA",British Museum,"EA38562, EA37347 again; lead Science Museum Group co84634 'Mummy of a crocodile, Egypt'",UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"site:britishmuseum.org ""crocodile"" ""mummy-wrapping""",British Museum,"EA6850, EA37347; leads: heritage.southwark.gov.uk objects 8990, 12624, 9270 (Cuming); museums.bristol.gov.uk irn=120108, 80239",UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"""EA 6850"" OR ""EA6850"" crocodile British Museum",British Museum,0 new; no scholarly citation of EA6850 found,UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"British Museum crocodile mummy ""EA 6813"" OR ""EA 6768"" OR ""EA 20764"" OR ""EA 65795""",British Museum,no confirmation of these numbers as crocodile; press/blog items on EA38562,UNKNOWN,uk_south
2026-09-24,GB,en,Wayback Machine,Y_EA65795 Y_EA6850 Y_EA6813 Y_EA6768 Y_EA20764 Y_EA6848 Y_EA6847 Y_EA6849 Y_EA6851,British Museum,EA65795 archived = bronze cat container (not crocodile); all others 404 not archived,UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"site:britishmuseum.org collection object ""small crocodile"" mummy",British Museum,"EA6850 again; leads Bristol museums irn=187329, 120108, 82205",UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"site:britishmuseum.org collection ""crocodile"" ""animal mummy"" Kom Ombo OR Fayum OR Hawara OR Tebtunis",British Museum,"BM Egypt & Sudan Newsletter 3 (2016) PDF; Divine creatures project page; EA38562, EA37347, EA6850, EA35752",UNKNOWN,uk_south
2026-09-24,GB,en,curl britishmuseum.org PDF,https://www.britishmuseum.org/sites/default/files/2020-06/British-Museum_Egypt_Sudan_Newsletter3_2016.pdf,British Museum,"200; 'A mummy of the crocodile god' on EA38562 (Kom Ombo, radiocarbon 650-550 BC, CT at RVC)",UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch + Wayback,"site:britishmuseum.org collection object ""crocodile"" mummy head OR egg OR hatchling OR coffin; archived https://www.britishmuseum.org/research/projects/divine-creatures-animal-mummies-ancient-egypt",British Museum,"project page: c. 500 animal mummies incl. crocodiles; X-ray caption 'crocodile mummy, Egypt, 600 BC-400 AD' linked to Y_EA6848",UNKNOWN,uk_south
2026-09-24,GB,en,"Science Museum Group collection API (curl, Accept: application/json)",https://collection.sciencemuseumgroup.org.uk/search?q=crocodile,Science Museum Group,403 CloudFront 'Request blocked' for curl,UNKNOWN,uk_south
2026-09-24,GB,en,Science Museum Group collection (WebFetch),crocodile (pages 1-3),Science Museum Group,"120 results; 1 crocodile mummy co84634 (A634913); rest scrapers, amulets, teeth etc.",UNKNOWN,uk_south
2026-09-24,GB,en,Science Museum Group collection (WebFetch),mummy crocodile,Science Museum Group,115 results; only co84634 is a crocodile mummy,UNKNOWN,uk_south
2026-09-24,GB,en,Science Museum Group collection (WebFetch),animal mummy,Science Museum Group,"602 results; page 1: co84634 crocodile mummy, co84633 falcon mummy, co82234 bird mummy",UNKNOWN,uk_south
2026-09-24,GB,en,Science Museum Group collection (WebFetch),https://collection.sciencemuseumgroup.org.uk/objects/co84634 (2 fetches),Science Museum Group,"A634913 Mummy of a crocodile, 400 mm, CC BY-NC-SA 4.0, Wellcome/Bushe-Fox",UNKNOWN,uk_south
2026-09-24,GB,en,UCL Collections Online (Axiell) simple search all DBs,crocodile,Petrie Museum; Grant Museum of Zoology; UCL Art; Pathology; Science,"303: Petrie 245, Grant 53, Art 2, others 0",UNKNOWN,uk_south
2026-09-24,GB,en,UCL Collections Online petrie DB (scripts/ucl_search.py),crocodile,Petrie Museum,"245 hits, 230 harvested; relevant: UC6985 crocodile-shaped mummy, UC6986 crocodile remains in linen, UC55008 pair of wrapped young crocodiles, UC71664 desiccated crocodile head, UC80633i-ii cartonnage from crocodile mummies; UC6984 dried (not mummified) young crocodiles; rest amulets/scarabs/figurines etc.",raw/ucl_petrie_crocodile.tsv,uk_south
2026-09-24,GB,en,UCL Collections Online petrie DB,crocodiles; crocodile mummy; Crocodylus; reptile; Sobek; animal mummy,Petrie Museum,"crocodiles 0 (parse none); crocodile mummy 3 (UC6985, UC71082 palm slips from crocodile wrappings Hawara, UC75966 bandage); Crocodylus 0; reptile 3 (no mummies); Sobek 113 (scarabs, seals, stelae - none); animal mummy 30 (bronze cases, bird mummies - none crocodile)",UNKNOWN,uk_south
2026-09-24,GB,en,UCL Axiell WebAPI wwwopac.ashx,database=petrie search=priref=17409|17411|68332|56955|83244 output=json,Petrie Museum,"5 full records, values consistent with detail pages",raw/ucl_petrie_priref_*.json,uk_south
2026-09-24,GB,en,UCL Collections Online zoology DB + Axiell WebAPI,crocodile; mummy; mummified; Egypt; API description=crocodil*,Grant Museum of Zoology,53/0/2/1/6 hits; no Egyptian crocodile mummy (X446 = Australian C. porosus skull with mummified skin),UNKNOWN,uk_south
2026-09-24,GB,en,NHM Data Portal CKAN datastore_search (specimens resource 05ff2255-c38a-40c9-b657-4ccb55ab2feb),q=mummified crocodile,"Natural History Museum, London",0 hits,UNKNOWN,uk_south
2026-09-24,GB,en,NHM Data Portal API,q=mummy; q=mummified; q=Crocodylus niloticus; q=Egypt Crocodylus,"Natural History Museum, London","mummy 163 (161 Egyptian bird mummies, no reptile); mummified 10 (1 crocodile: 1977.448 C. niloticus 'mummified'); C. niloticus 185 (Egyptian skins/skulls incl. Petrie Hawara skulls with partial skin 1976.290/291); Egypt Crocodylus 19 (incl. fossils)",raw/nhm_*.json,uk_south
2026-09-24,GB,en,NHM Data Portal API,"filters subDepartment=LS Reptiles, country=Egypt, family=Crocodylidae; q=Hawara; Kom Ombo; Manfalut; Maabda; Tebtunis; Fayum crocodile; Sobek","Natural History Museum, London","13 Egyptian Crocodylidae (skins, skulls, juveniles; none 'mummified'); Hawara 3 crocodile skulls; others 0 crocodile",UNKNOWN,uk_south
2026-09-24,GB,en,"Bristol Museums collections (curl, WebFetch, Wayback)",https://museums.bristol.gov.uk/details.php?irn=120108|82205|80239|187329 ; https://collections.bristolmuseums.org.uk/search/?s=crocodile,Bristol Museum & Art Gallery,curl TLS failure (unable to get local issuer certificate) via proxy; WebFetch 503; new site 403; Wayback no snapshots,UNKNOWN,uk_south
2026-09-24,GB,en,WebSearch,"Bristol Museum crocodile mummy Egypt collection; museums.bristol.gov.uk crocodile mummified Egypt Stobart Harvey 1927; ""Bristol City Council : Museum Collections"" crocodile mummy",Bristol Museum & Art Gallery,snippets: H3034 mummified baby crocodile (Stobart gift 1927); lead National Museums Liverpool 'Mummified Crocodile' artifact pages,UNKNOWN,uk_south
2026-09-24,GB,en,Southwark Heritage eMuseum (curl + WebFetch),search/objects?query=crocodile|mummy|mummified|Egypt (curl; param ignored); /search/crocodile/objects; /search/Sobek/objects; /search/mummy/objects (pages 1-2),Cuming Museum (Southwark Heritage),"crocodile 0; Sobek 0; mummy 14: C00405 mummified baby crocodile head, C07374 bitumen from mummified crocodile, C07377 ibis, C14079 hawk, C00465 mummia; rest textiles/masks","object pages 403 to curl, OK via WebFetch; JSON endpoint 403",uk_south
2026-09-24,GB,en,Horniman collection search (curl),https://www.horniman.ac.uk/search/collection/?keyword=crocodile%20mummy | mummified%20crocodile | crocodile,Horniman Museum and Gardens,"4 / 3 / 198 results; candidates 4505, nn9438, 26.4.54/2 (no description visible in HTML); NH.30.33 series 'Nile crocodile' natural history",unresolved -> leads,uk_south
2026-09-24,GB,en,WebSearch,horniman.ac.uk object crocodile mummy Egypt,Horniman Museum and Gardens,not performed - session WebSearch budget (200) exhausted,UNKNOWN,uk_south
2026-09-24,US,English,curl portal.hearst.berkeley.edu,search?keyword=crocodile,Phoebe A. Hearst Museum of Anthropology,Proxy connect_rejected / host not found (wrong domain; correct is portal.hearstmuseum.berkeley.edu),UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,Hearst Museum Tebtunis crocodile mummy collection,Phoebe A. Hearst Museum of Anthropology,Hits: Hearst portal records 6-20100 and 6-21629a-d; Berkeley News 2021 article (19 crocodile mummies),UNKNOWN,usa_midwest_west
2026-09-24,US,English,Hearst Museum portal HTML (WebFetch and curl),catalog/5144fae9-85c9-4783-87fa-a92d8b62be8a,Phoebe A. Hearst Museum of Anthropology,HTML blocked by AWS WAF challenge (403/202); Blacklight JSON endpoint (.json) works with browser UA,UNKNOWN,usa_midwest_west
2026-09-24,US,English,Hearst Museum portal Blacklight JSON API (catalog.json),q=crocodile,Phoebe A. Hearst Museum of Anthropology,"231 hits; ~22 Egyptian crocodile mummy / mummy part / reptile mummy records (5-512, 5-513, 5-513.1, 5-513.2, 5-514, 5-590, 5-592, 5-712, 6-19073, 6-20100, 6-20100.2, 6-20101, 6-21629a-d, 6-21633-6-21636, 5-21629c, 5-21635); rest amulets, figures, scarabs, non-Egyptian",script scripts/hearst_query.py; full records saved raw/hearst_crocodile_full.json,usa_midwest_west
2026-09-24,US,Latin,Hearst Museum portal Blacklight JSON API,q=Crocodylus,Phoebe A. Hearst Museum of Anthropology,22 hits; no new mummy records beyond q=crocodile,UNKNOWN,usa_midwest_west
2026-09-24,US,English,Hearst Museum portal Blacklight JSON API,q=reptile mummy,Phoebe A. Hearst Museum of Anthropology,"2 hits: 5-590, 5-592 Reptile mummy (X-ray: crocodile or lizard)",UNKNOWN,usa_midwest_west
2026-09-24,US,English,Hearst Museum portal Blacklight JSON API,q=Sobek; q=Sebek,Phoebe A. Hearst Museum of Anthropology,"10 / 8 hits; Sobek statuette 6-20315 'from Crocodile mummy' (statue, excluded), glaze crocodile 6-20960; no new mummies",UNKNOWN,usa_midwest_west
2026-09-24,US,English,Hearst Museum portal Blacklight JSON API,q=mummy Tebtunis,Phoebe A. Hearst Museum of Anthropology,"57 hits; crocodile mummies already known; also snake mummies 6-20127, 6-20128 (not crocodile)",UNKNOWN,usa_midwest_west
2026-09-24,US,English,Hearst Museum portal Blacklight JSON API,q=mummified; q=animal mummy; q=Kom Ombo; q=faunal remains Tebtunis; q=cartonnage crocodile; q=papyrus crocodile,Phoebe A. Hearst Museum of Anthropology,96/33/1/0/0/4 hits; only already-known crocodile records; papyrus 'crocodile eyes' 6-20930 found via q=crocodile,UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl news.berkeley.edu,https://news.berkeley.edu/2021/03/02/crocodile-mummies/,Phoebe A. Hearst Museum of Anthropology,Official UC Berkeley news: '19 crocodile mummies and mummy parts' at Hearst; 5-513 = unwrapped adult with 30 baby crocodile mummies on its back,UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl guides.lib.berkeley.edu,https://guides.lib.berkeley.edu/objectlessons/dying,Bancroft Library / Center for the Tebtunis Papyri; Hearst Museum,"Object Lessons exhibit guide: crocodile mummies exhibited are Hearst loans 6-20100 (CT: body stuffed with bones, reeds, rope), 6-21633, 6-21634; Center for Tebtunis Papyri holds papyri/cartonnage only",UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl tebtunis.berkeley.edu,https://tebtunis.berkeley.edu/,"Center for the Tebtunis Papyri, Bancroft Library",TLS certificate mismatch; not fetched,UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,Natural History Museum of Los Angeles County crocodile mummy Egyptian,Natural History Museum of Los Angeles County,Hits: news on 2015 exhibit 'Mummies: New Secrets from the Tombs' (baby crocodile mummies shown; exhibit from Field Museum); Stanford Medicine CT page on Hearst crocodile mummies,UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl med.stanford.edu,https://med.stanford.edu/anatomy-library/the-mummy-project/egyptian-mummy-scanning1.html,Stanford Medicine / Phoebe A. Hearst Museum,"Stanford CT-scanned two Hearst crocodile mummies: 5-513 (6 ft, adult with babies, resin/beeswax/fat coating per Evershed & Cramp) and an unnumbered one of multiple-animal bones in linen",UNKNOWN,usa_midwest_west
2026-09-24,US,English,GBIF occurrence API,"q=mumm / q=mummified / q=Egypt, familyKey=5685 (Crocodylidae); country=EG familyKey=5685 (all pages)","US natural history collections (UWBM, LACM, CAS, MVZ, FMNH, UMMZ, KU etc.)","q=mummified: 4 hits incl. UWBM:Herp:7021 Crocodylus niloticus 'skin; whole organism (mummified)' (no locality); country=EG: 233 records, none in my region described as mummy (UCMP fossils from Fayum Eocene/Oligocene; YPM fossils; MNHN 1901.214-215 'Sepultures de Comnunbo' and 1986.1475-1480 'Grotte de Samoun' = France)",UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl + WebFetch arctos.database.museum,https://arctos.database.museum/guid/UWBM:Herp:7021,Burke Museum of Natural History and Culture,connection reset (curl) / 503 (WebFetch); not verified,UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,Burke Museum Egyptian crocodile mummy,Burke Museum of Natural History and Culture,0 relevant; Burke has human mummy 'Nellie' and mummified birds (UW News),UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl + WebFetch collections-anthropology.fieldmuseum.org,list?ss_all=crocodile; search/crocodile mummy,Field Museum of Natural History,Blocked by Cloudflare Turnstile / BunkerWeb bot detection (both curl and WebFetch),UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,Field Museum crocodile mummy Egypt collection,Field Museum of Natural History,"Field Museum blog 'Animal Mummies for Sale in Ancient Egypt' (neonatal Nile crocodile mummy, CT) and press release 'Inside Ancient Egypt' (31 animal mummies incl. a crocodile)",UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl fieldmuseum.org,blog/animal-mummies-sale-ancient-egypt; about/press/inside-ancient-egypt; blog/ct-scanning-our-mummies,Field Museum of Natural History,"Blog 2018: linen-wrapped mummy with just-hatched Nile crocodile ~6 inches (CT), no catalogue number; press: crocodile among 31 animal mummies on display; CT blog: no crocodile mention",UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,"""Field Museum"" crocodile mummy catalog number CT scan hatchling ""Mummies: New Secrets from the Tombs""",Field Museum of Natural History,No catalogue number found; news on travelling exhibit (NHM LA 2015) with baboon and crocodile mummies; phys.org 403,UNKNOWN,usa_midwest_west
2026-09-24,US,English,ISAC Integrated Database Solr JSON (isac-idb.uchicago.edu/solr/index.php?dataset=MC),q=crocodile,"ISAC Museum, University of Chicago","120 hits; 34 'Mummy, Animal' crocodile records E695-E728 (incl. E702A; heads E695, E696, E726, E727, E728; feet E700, E702A); rest amulets, statues, figurines, stelae",script scripts/isac_query.py; raw/isac_crocodile_mummies.json,usa_midwest_west
2026-09-24,US,English,ISAC IDB Solr JSON,"q=ColClassification:""Mummy, Animal""","ISAC Museum, University of Chicago",68 animal mummies; no additional crocodile records beyond the 34,UNKNOWN,usa_midwest_west
2026-09-24,US,English,ISAC IDB Solr JSON,q=RegistrationNumber:E702*; q=reptile OR Sobek OR Sebek OR Kom Ombo OR Tebtunis,"ISAC Museum, University of Chicago",Only E702 (E702A) crocodile foot; no further crocodile mummies,UNKNOWN,usa_midwest_west
2026-09-24,US,English,ISAC IDB Solr JSON (dataset=Multimedia),irn:(70 media refs),"ISAC Museum, University of Chicago","70 images found for 33 records (E726 none); captions '[Shegilgil] Mummy, Animal ISACM E###', photos 2 Dec 2019; E701 photos D. 19365-19469",UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,Shegilgil crocodile mummies Oriental Institute,"ISAC Museum, University of Chicago",UChicago Magazine 2014 'Mummy figures': 27 crocodiles and six parts of crocodiles among 89 OI mummies; 'Shegilgil' not explained,UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl mag.uchicago.edu,https://mag.uchicago.edu/science-medicine/mummy-figures,"ISAC Museum, University of Chicago","Confirms '27 crocodiles (and six parts of crocodiles)', mostly ~1 foot long (Emily Teeter)",UNKNOWN,usa_midwest_west
2026-09-24,US,English,WebSearch,Kelsey Museum crocodile mummy Karanis OR Dimai OR Soknopaiou Nesos,Kelsey Museum of Archaeology,Not performed: session WebSearch budget exhausted (200/200),UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl + WebFetch quod.lib.umich.edu/k/kelsey,"q1=crocodile (simple search, all regions)",Kelsey Museum of Archaeology,403 Cloudflare challenge (curl and WebFetch),UNKNOWN,usa_midwest_west
2026-09-24,US,English,curl html.duckduckgo.com / bing.com / mojeek.com / search.brave.com,"""Kelsey Museum"" crocodile mummy (substitute web search)",Kelsey Museum of Archaeology,DuckDuckGo captcha; Mojeek 403; Brave 429 captcha; Bing returns results for first word only - unusable,UNKNOWN,usa_midwest_west
